[0.000000] (-) TimerEvent: {}
[0.000382] (-) JobUnselected: {'identifier': 'dynamixel_sdk'}
[0.000501] (-) JobUnselected: {'identifier': 'dynamixel_sdk_custom_interfaces'}
[0.000683] (-) JobUnselected: {'identifier': 'dynamixel_sdk_examples'}
[0.000940] (-) JobUnselected: {'identifier': 'turtlebot3'}
[0.001057] (-) JobUnselected: {'identifier': 'turtlebot3_bringup'}
[0.001108] (-) JobUnselected: {'identifier': 'turtlebot3_cartographer'}
[0.001123] (-) JobUnselected: {'identifier': 'turtlebot3_description'}
[0.001135] (-) JobUnselected: {'identifier': 'turtlebot3_example'}
[0.001147] (-) JobUnselected: {'identifier': 'turtlebot3_fake_node'}
[0.001158] (-) JobUnselected: {'identifier': 'turtlebot3_msgs'}
[0.001171] (-) JobUnselected: {'identifier': 'turtlebot3_navigation2'}
[0.001183] (-) JobUnselected: {'identifier': 'turtlebot3_node'}
[0.001194] (-) JobUnselected: {'identifier': 'turtlebot3_simulations'}
[0.001204] (-) JobUnselected: {'identifier': 'turtlebot3_teleop'}
[0.001218] (turtlebot3_gazebo) JobQueued: {'identifier': 'turtlebot3_gazebo', 'dependencies': OrderedDict()}
[0.200906] (turtlebot3_gazebo) StdoutLine: {'line': b'[100%] Built target CTurtlebot3Drive_node\n'}
[0.201157] (-) TimerEvent: {}
[0.212678] (turtlebot3_gazebo) CommandEnded: {'returncode': 0}
[0.213433] (turtlebot3_gazebo) JobProgress: {'identifier': 'turtlebot3_gazebo', 'progress': 'install'}
[0.223748] (turtlebot3_gazebo) Command: {'cmd': ['/usr/bin/cmake', '--install', '/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/build/turtlebot3_gazebo'], 'cwd': '/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/build/turtlebot3_gazebo', 'env': OrderedDict({'LESSOPEN': '| /usr/bin/lesspipe %s', 'GZ_SIM_RESOURCE_PATH': '/opt/ros/jazzy/share', 'USER': 'dylan-george', 'GZ_CONFIG_PATH': '/opt/ros/jazzy/opt/gz_sim_vendor/share/gz:/opt/ros/jazzy/opt/sdformat_vendor/share/gz:/opt/ros/jazzy/opt/gz_gui_vendor/share/gz:/opt/ros/jazzy/opt/gz_transport_vendor/share/gz:/opt/ros/jazzy/opt/gz_rendering_vendor/share/gz:/opt/ros/jazzy/opt/gz_plugin_vendor/share/gz:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/share/gz:/opt/ros/jazzy/opt/gz_msgs_vendor/share/gz:/opt/ros/jazzy/opt/gz_common_vendor/share/gz', 'XDG_SESSION_TYPE': 'wayland', 'SHLVL': '1', 'LD_LIBRARY_PATH': '/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_msgs/lib:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/dynamixel_sdk_custom_interfaces/lib:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/dynamixel_sdk/lib:/home/dylan-george/ros2_ws/install/examples_rclcpp_wait_set/lib:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_subscriber/lib:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_composition/lib:/opt/ros/jazzy/opt/gz_sim_vendor/lib:/opt/ros/jazzy/opt/gz_sensors_vendor/lib:/opt/ros/jazzy/opt/gz_physics_vendor/lib:/opt/ros/jazzy/opt/sdformat_vendor/lib:/opt/ros/jazzy/opt/rviz_ogre_vendor/lib:/opt/ros/jazzy/lib/x86_64-linux-gnu:/opt/ros/jazzy/opt/gz_gui_vendor/lib:/opt/ros/jazzy/opt/gz_transport_vendor/lib:/opt/ros/jazzy/opt/gz_rendering_vendor/lib:/opt/ros/jazzy/opt/gz_plugin_vendor/lib:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/lib:/opt/ros/jazzy/opt/gz_msgs_vendor/lib:/opt/ros/jazzy/opt/gz_common_vendor/lib:/opt/ros/jazzy/opt/gz_math_vendor/lib:/opt/ros/jazzy/opt/gz_utils_vendor/lib:/opt/ros/jazzy/opt/gz_tools_vendor/lib:/opt/ros/jazzy/opt/gz_ogre_next_vendor/lib:/opt/ros/jazzy/opt/gz_dartsim_vendor/lib:/opt/ros/jazzy/opt/gz_cmake_vendor/lib:/opt/ros/jazzy/lib', 'HOME': '/home/dylan-george', 'OLDPWD': '/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws', 'DESKTOP_SESSION': 'ubuntu', 'ROS_PYTHON_VERSION': '3', 'GNOME_SHELL_SESSION_MODE': 'ubuntu', 'GTK_MODULES': 'gail:atk-bridge', 'MANAGERPID': '38152', 'SYSTEMD_EXEC_PID': '38612', 'IM_CONFIG_CHECK_ENV': '1', 'GSM_SKIP_SSH_AGENT_WORKAROUND': 'true', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1000/bus', 'COLORTERM': 'truecolor', 'TERMINATOR_DBUS_NAME': 'net.tenshu.Terminator25ef4b219e3b005583550f2b0f9f990c3', 'GIO_LAUNCHED_DESKTOP_FILE_PID': '40551', 'GNOME_KEYRING_CONTROL': '/run/user/1000/keyring', 'DEBUGINFOD_URLS': 'https://debuginfod.ubuntu.com', 'IM_CONFIG_PHASE': '1', 'WAYLAND_DISPLAY': 'wayland-0', 'COLCON_PREFIX_PATH': '/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install:/home/dylan-george/ros2_ws/install', 'ROS_DISTRO': 'jazzy', 'LOGNAME': 'dylan-george', 'JOURNAL_STREAM': '9:739750', '_': '/usr/bin/colcon', 'ROS_VERSION': '2', 'MEMORY_PRESSURE_WATCH': '/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/org.gnome.SettingsDaemon.MediaKeys.service/memory.pressure', 'XDG_SESSION_CLASS': 'user', 'USERNAME': 'dylan-george', 'TERM': 'xterm-256color', 'GNOME_DESKTOP_SESSION_ID': 'this-is-deprecated', 'PATH': '/opt/ros/jazzy/opt/gz_msgs_vendor/bin:/opt/ros/jazzy/opt/gz_tools_vendor/bin:/opt/ros/jazzy/opt/gz_ogre_next_vendor/bin:/opt/ros/jazzy/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin', 'SESSION_MANAGER': 'local/dylan-george-HP-ENVY-Laptop-13-aq1xxx:@/tmp/.ICE-unix/38409,unix/dylan-george-HP-ENVY-Laptop-13-aq1xxx:/tmp/.ICE-unix/38409', 'INVOCATION_ID': '1577e168642e4dd9a3253c2b8f243dba', 'XDG_MENU_PREFIX': 'gnome-', 'GNOME_SETUP_DISPLAY': ':1', 'XDG_RUNTIME_DIR': '/run/user/1000', 'DISPLAY': ':0', 'TERMINATOR_DBUS_PATH': '/net/tenshu/Terminator2', 'LANG': 'en_US.UTF-8', 'XDG_CURRENT_DESKTOP': 'ubuntu:GNOME', 'XMODIFIERS': '@im=ibus', 'XDG_SESSION_DESKTOP': 'ubuntu', 'XAUTHORITY': '/run/user/1000/.mutter-Xwaylandauth.C2ZUD3', 'LS_COLORS': 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:', 'SSH_AUTH_SOCK': '/run/user/1000/keyring/ssh', 'ROS_DOMAIN_ID': '30', 'AMENT_PREFIX_PATH': '/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_simulations:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_bringup:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_node:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_navigation2:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_fake_node:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_msgs:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_description:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_cartographer:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/dynamixel_sdk_examples:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/dynamixel_sdk_custom_interfaces:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/dynamixel_sdk:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_teleop:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_example:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo:/home/dylan-george/ros2_ws/install/launch_testing_examples:/home/dylan-george/ros2_ws/install/examples_rclpy_pointcloud_publisher:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_subscriber:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_service:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_publisher:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_client:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_action_server:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_action_client:/home/dylan-george/ros2_ws/install/examples_rclpy_guard_conditions:/home/dylan-george/ros2_ws/install/examples_rclpy_executors:/home/dylan-george/ros2_ws/install/examples_rclcpp_wait_set:/home/dylan-george/ros2_ws/install/examples_rclcpp_multithreaded_executor:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_timer:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_subscriber:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_service:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_publisher:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_composition:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_client:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_action_server:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_action_client:/home/dylan-george/ros2_ws/install/examples_rclcpp_cbg_executor:/home/dylan-george/ros2_ws/install/examples_rclcpp_async_client:/opt/ros/jazzy', 'SHELL': '/bin/bash', 'TERMINATOR_UUID': 'urn:uuid:bff57758-fdc8-4a13-8e30-c416140b9cf0', 'QT_ACCESSIBILITY': '1', 'GDMSESSION': 'ubuntu', 'LESSCLOSE': '/usr/bin/lesspipe %s %s', 'ROS_AUTOMATIC_DISCOVERY_RANGE': 'SUBNET', 'QT_IM_MODULE': 'ibus', 'PWD': '/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/build/turtlebot3_gazebo', 'TURTLEBOT3_MODEL': 'burger_cam', 'XDG_CONFIG_DIRS': '/etc/xdg/xdg-ubuntu:/etc/xdg', 'XDG_DATA_DIRS': '/usr/share/ubuntu:/usr/share/gnome:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop', 'PYTHONPATH': '/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/build/turtlebot3_teleop:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/build/turtlebot3_example:/home/inez-dumas/MTRX3760_Project_1/turtlebot3_ws/build/turtlebot3_teleop:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_teleop/lib/python3.12/site-packages:/home/inez-dumas/MTRX3760_Project_1/turtlebot3_ws/build/turtlebot3_example:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_example/lib/python3.12/site-packages:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_msgs/lib/python3.12/site-packages:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/dynamixel_sdk_custom_interfaces/lib/python3.12/site-packages:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/dynamixel_sdk/lib/python3.12/site-packages:/home/dylan-george/ros2_ws/build/launch_testing_examples:/home/dylan-george/ros2_ws/install/launch_testing_examples/lib/python3.12/site-packages:/home/dylan-george/ros2_ws/build/examples_rclpy_pointcloud_publisher:/home/dylan-george/ros2_ws/install/examples_rclpy_pointcloud_publisher/lib/python3.12/site-packages:/home/dylan-george/ros2_ws/build/examples_rclpy_minimal_subscriber:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_subscriber/lib/python3.12/site-packages:/home/dylan-george/ros2_ws/build/examples_rclpy_minimal_service:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_service/lib/python3.12/site-packages:/home/dylan-george/ros2_ws/build/examples_rclpy_minimal_publisher:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_publisher/lib/python3.12/site-packages:/home/dylan-george/ros2_ws/build/examples_rclpy_minimal_client:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_client/lib/python3.12/site-packages:/home/dylan-george/ros2_ws/build/examples_rclpy_minimal_action_server:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_action_server/lib/python3.12/site-packages:/home/dylan-george/ros2_ws/build/examples_rclpy_minimal_action_client:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_action_client/lib/python3.12/site-packages:/home/dylan-george/ros2_ws/build/examples_rclpy_guard_conditions:/home/dylan-george/ros2_ws/install/examples_rclpy_guard_conditions/lib/python3.12/site-packages:/home/dylan-george/ros2_ws/build/examples_rclpy_executors:/home/dylan-george/ros2_ws/install/examples_rclpy_executors/lib/python3.12/site-packages:/opt/ros/jazzy/lib/python3.12/site-packages', 'COLCON': '1', 'MEMORY_PRESSURE_WRITE': 'c29tZSAyMDAwMDAgMjAwMDAwMAA=', 'VTE_VERSION': '7600', 'CMAKE_PREFIX_PATH': '/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_simulations:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_bringup:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_node:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_navigation2:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_fake_node:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_msgs:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_description:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_cartographer:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/dynamixel_sdk_examples:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/dynamixel_sdk_custom_interfaces:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/dynamixel_sdk:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo:/home/dylan-george/ros2_ws/install/examples_rclcpp_wait_set:/home/dylan-george/ros2_ws/install/examples_rclcpp_multithreaded_executor:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_timer:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_subscriber:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_service:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_publisher:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_composition:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_client:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_action_server:/home/dylan-george/ros2_ws/install/examples_rclcpp_minimal_action_client:/home/dylan-george/ros2_ws/install/examples_rclcpp_cbg_executor:/home/dylan-george/ros2_ws/install/examples_rclcpp_async_client:/opt/ros/jazzy/opt/gz_sim_vendor:/opt/ros/jazzy/opt/gz_sensors_vendor:/opt/ros/jazzy/opt/gz_physics_vendor:/opt/ros/jazzy/opt/sdformat_vendor:/opt/ros/jazzy/opt/gz_gui_vendor:/opt/ros/jazzy/opt/gz_transport_vendor:/opt/ros/jazzy/opt/gz_rendering_vendor:/opt/ros/jazzy/opt/gz_plugin_vendor:/opt/ros/jazzy/opt/gz_fuel_tools_vendor:/opt/ros/jazzy/opt/gz_msgs_vendor:/opt/ros/jazzy/opt/gz_common_vendor:/opt/ros/jazzy/opt/gz_math_vendor:/opt/ros/jazzy/opt/gz_utils_vendor:/opt/ros/jazzy/opt/gz_tools_vendor:/opt/ros/jazzy/opt/gz_ogre_next_vendor:/opt/ros/jazzy/opt/gz_dartsim_vendor:/opt/ros/jazzy/opt/gz_cmake_vendor:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_teleop:/home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_example:/home/dylan-george/ros2_ws/install/launch_testing_examples:/home/dylan-george/ros2_ws/install/examples_rclpy_pointcloud_publisher:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_subscriber:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_service:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_publisher:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_client:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_action_server:/home/dylan-george/ros2_ws/install/examples_rclpy_minimal_action_client:/home/dylan-george/ros2_ws/install/examples_rclpy_guard_conditions:/home/dylan-george/ros2_ws/install/examples_rclpy_executors:/opt/ros/jazzy'}), 'shell': False}
[0.232829] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.233022] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/lib/turtlebot3_gazebo/libturtlebot3_gazebo_core.a\n'}
[0.233174] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/lib/turtlebot3_gazebo/CTurtlebot3Drive_node\n'}
[0.233520] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/lib/turtlebot3_gazebo/camera_red_detector\n'}
[0.233986] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/lib/turtlebot3_gazebo/libobstacles.so\n'}
[0.234370] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/lib/turtlebot3_gazebo/libobstacle1.so\n'}
[0.234914] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/lib/turtlebot3_gazebo/libobstacle2.so\n'}
[0.235155] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//launch\n'}
[0.235406] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//launch/enclosed_maze.launch.py\n'}
[0.235753] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//launch/turtlebot3_dqn_stage2.launch.py\n'}
[0.236180] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//launch/turtlebot3_dqn_stage3.launch.py\n'}
[0.236330] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//launch/floating_maze.launch.py\n'}
[0.236412] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//launch/turtlebot3_dqn_stage1.launch.py\n'}
[0.236563] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//launch/open_maze.launch.py\n'}
[0.236674] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//launch/robot_state_publisher.launch.py\n'}
[0.236769] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//launch/spawn_turtlebot3.launch.py\n'}
[0.236879] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//launch/turtlebot3_dqn_stage4.launch.py\n'}
[0.236998] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models\n'}
[0.237107] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle\n'}
[0.237236] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle/model.config\n'}
[0.237344] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle/model-1_4.sdf\n'}
[0.237461] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle/model.sdf\n'}
[0.237592] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_burger_cam\n'}
[0.237708] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_burger_cam/model.config\n'}
[0.237827] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_burger_cam/model-1_4.sdf\n'}
[0.237947] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_burger_cam/model.sdf\n'}
[0.238065] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world\n'}
[0.238189] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/meshes\n'}
[0.238306] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/meshes/hexagon.dae\n'}
[0.238426] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/meshes/wall.dae\n'}
[0.238555] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/model.config\n'}
[0.238685] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/model-1_4.sdf\n'}
[0.238781] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/model.sdf\n'}
